date_id,date,day,month,year
3810,2030-06-06,6,6,2030
3811,2030-06-07,7,6,2030
3812,2030-06-08,8,6,2030
3813,2030-06-09,9,6,2030
3814,2030-06-10,10,6,2030
3815,2030-06-11,11,6,2030
3816,2030-06-12,12,6,2030
3817,2030-06-13,13,6,2030
3818,2030-06-14,14,6,2030
3819,2030-06-15,15,6,2030
3820,2030-06-16,16,6,2030
3821,2030-06-17,17,6,2030
3822,2030-06-18,18,6,2030
3823,2030-06-19,19,6,2030
3824,2030-06-20,20,6,2030
3825,2030-06-21,21,6,2030
3826,2030-06-22,22,6,2030
3827,2030-06-23,23,6,2030
3828,2030-06-24,24,6,2030
3829,2030-06-25,25,6,2030
3830,2030-06-26,26,6,2030
3831,2030-06-27,27,6,2030
3832,2030-06-28,28,6,2030
3833,2030-06-29,29,6,2030
3834,2030-06-30,30,6,2030
3835,2030-07-01,1,7,2030
3836,2030-07-02,2,7,2030
3837,2030-07-03,3,7,2030
3838,2030-07-04,4,7,2030
3839,2030-07-05,5,7,2030
3840,2030-07-06,6,7,2030
3841,2030-07-07,7,7,2030
3842,2030-07-08,8,7,2030
3843,2030-07-09,9,7,2030
3844,2030-07-10,10,7,2030
3845,2030-07-11,11,7,2030
3846,2030-07-12,12,7,2030
3847,2030-07-13,13,7,2030
3848,2030-07-14,14,7,2030
3849,2030-07-15,15,7,2030
3850,2030-07-16,16,7,2030
3851,2030-07-17,17,7,2030
3852,2030-07-18,18,7,2030
3853,2030-07-19,19,7,2030
3854,2030-07-20,20,7,2030
3855,2030-07-21,21,7,2030
3856,2030-07-22,22,7,2030
3857,2030-07-23,23,7,2030
3858,2030-07-24,24,7,2030
3859,2030-07-25,25,7,2030
3860,2030-07-26,26,7,2030
3861,2030-07-27,27,7,2030
3862,2030-07-28,28,7,2030
3863,2030-07-29,29,7,2030
3864,2030-07-30,30,7,2030
3865,2030-07-31,31,7,2030
3866,2030-08-01,1,8,2030
3867,2030-08-02,2,8,2030
3868,2030-08-03,3,8,2030
3869,2030-08-04,4,8,2030
3870,2030-08-05,5,8,2030
3871,2030-08-06,6,8,2030
3872,2030-08-07,7,8,2030
3873,2030-08-08,8,8,2030
3874,2030-08-09,9,8,2030
3875,2030-08-10,10,8,2030
3876,2030-08-11,11,8,2030
3877,2030-08-12,12,8,2030
3878,2030-08-13,13,8,2030
3879,2030-08-14,14,8,2030
3880,2030-08-15,15,8,2030
3881,2030-08-16,16,8,2030
3882,2030-08-17,17,8,2030
3883,2030-08-18,18,8,2030
3884,2030-08-19,19,8,2030
3885,2030-08-20,20,8,2030
3886,2030-08-21,21,8,2030
3887,2030-08-22,22,8,2030
3888,2030-08-23,23,8,2030
3889,2030-08-24,24,8,2030
3890,2030-08-25,25,8,2030
3891,2030-08-26,26,8,2030
3892,2030-08-27,27,8,2030
3893,2030-08-28,28,8,2030
3894,2030-08-29,29,8,2030
3895,2030-08-30,30,8,2030
3896,2030-08-31,31,8,2030
3897,2030-09-01,1,9,2030
3898,2030-09-02,2,9,2030
3899,2030-09-03,3,9,2030
3900,2030-09-04,4,9,2030
3901,2030-09-05,5,9,2030
3902,2030-09-06,6,9,2030
3903,2030-09-07,7,9,2030
3904,2030-09-08,8,9,2030
3905,2030-09-09,9,9,2030
3906,2030-09-10,10,9,2030
3907,2030-09-11,11,9,2030
3908,2030-09-12,12,9,2030
3909,2030-09-13,13,9,2030
3910,2030-09-14,14,9,2030
3911,2030-09-15,15,9,2030
3912,2030-09-16,16,9,2030
3913,2030-09-17,17,9,2030
3914,2030-09-18,18,9,2030
3915,2030-09-19,19,9,2030
3916,2030-09-20,20,9,2030
3917,2030-09-21,21,9,2030
3918,2030-09-22,22,9,2030
3919,2030-09-23,23,9,2030
3920,2030-09-24,24,9,2030
3921,2030-09-25,25,9,2030
3922,2030-09-26,26,9,2030
3923,2030-09-27,27,9,2030
3924,2030-09-28,28,9,2030
3925,2030-09-29,29,9,2030
3926,2030-09-30,30,9,2030
3927,2030-10-01,1,10,2030
3928,2030-10-02,2,10,2030
3929,2030-10-03,3,10,2030
3930,2030-10-04,4,10,2030
3931,2030-10-05,5,10,2030
3932,2030-10-06,6,10,2030
3933,2030-10-07,7,10,2030
3934,2030-10-08,8,10,2030
3935,2030-10-09,9,10,2030
3936,2030-10-10,10,10,2030
3937,2030-10-11,11,10,2030
3938,2030-10-12,12,10,2030
3939,2030-10-13,13,10,2030
3940,2030-10-14,14,10,2030
3941,2030-10-15,15,10,2030
3942,2030-10-16,16,10,2030
3943,2030-10-17,17,10,2030
3944,2030-10-18,18,10,2030
3945,2030-10-19,19,10,2030
3946,2030-10-20,20,10,2030
3947,2030-10-21,21,10,2030
3948,2030-10-22,22,10,2030
3949,2030-10-23,23,10,2030
3950,2030-10-24,24,10,2030
3951,2030-10-25,25,10,2030
3952,2030-10-26,26,10,2030
3953,2030-10-27,27,10,2030
3954,2030-10-28,28,10,2030
3955,2030-10-29,29,10,2030
3956,2030-10-30,30,10,2030
3957,2030-10-31,31,10,2030
3958,2030-11-01,1,11,2030
3959,2030-11-02,2,11,2030
3960,2030-11-03,3,11,2030
3961,2030-11-04,4,11,2030
3962,2030-11-05,5,11,2030
3963,2030-11-06,6,11,2030
3964,2030-11-07,7,11,2030
3965,2030-11-08,8,11,2030
3966,2030-11-09,9,11,2030
3967,2030-11-10,10,11,2030
3968,2030-11-11,11,11,2030
3969,2030-11-12,12,11,2030
3970,2030-11-13,13,11,2030
3971,2030-11-14,14,11,2030
3972,2030-11-15,15,11,2030
3973,2030-11-16,16,11,2030
3974,2030-11-17,17,11,2030
3975,2030-11-18,18,11,2030
3976,2030-11-19,19,11,2030
3977,2030-11-20,20,11,2030
3978,2030-11-21,21,11,2030
3979,2030-11-22,22,11,2030
3980,2030-11-23,23,11,2030
3981,2030-11-24,24,11,2030
3982,2030-11-25,25,11,2030
3983,2030-11-26,26,11,2030
3984,2030-11-27,27,11,2030
3985,2030-11-28,28,11,2030
3986,2030-11-29,29,11,2030
3987,2030-11-30,30,11,2030
3988,2030-12-01,1,12,2030
3989,2030-12-02,2,12,2030
3990,2030-12-03,3,12,2030
3991,2030-12-04,4,12,2030
3992,2030-12-05,5,12,2030
3993,2030-12-06,6,12,2030
3994,2030-12-07,7,12,2030
3995,2030-12-08,8,12,2030
3996,2030-12-09,9,12,2030
3997,2030-12-10,10,12,2030
3998,2030-12-11,11,12,2030
3999,2030-12-12,12,12,2030
4000,2030-12-13,13,12,2030
4001,2030-12-14,14,12,2030
4002,2030-12-15,15,12,2030
4003,2030-12-16,16,12,2030
4004,2030-12-17,17,12,2030
4005,2030-12-18,18,12,2030
4006,2030-12-19,19,12,2030
4007,2030-12-20,20,12,2030
4008,2030-12-21,21,12,2030
4009,2030-12-22,22,12,2030
4010,2030-12-23,23,12,2030
4011,2030-12-24,24,12,2030
4012,2030-12-25,25,12,2030
4013,2030-12-26,26,12,2030
4014,2030-12-27,27,12,2030
4015,2030-12-28,28,12,2030
4016,2030-12-29,29,12,2030
4017,2030-12-30,30,12,2030
4018,2030-12-31,31,12,2030
4019,2031-01-01,1,1,2031
4020,2031-01-02,2,1,2031
4021,2031-01-03,3,1,2031
4022,2031-01-04,4,1,2031
4023,2031-01-05,5,1,2031
4024,2031-01-06,6,1,2031
4025,2031-01-07,7,1,2031
4026,2031-01-08,8,1,2031
4027,2031-01-09,9,1,2031
4028,2031-01-10,10,1,2031
4029,2031-01-11,11,1,2031
4030,2031-01-12,12,1,2031
4031,2031-01-13,13,1,2031
4032,2031-01-14,14,1,2031
4033,2031-01-15,15,1,2031
4034,2031-01-16,16,1,2031
4035,2031-01-17,17,1,2031
4036,2031-01-18,18,1,2031
4037,2031-01-19,19,1,2031
4038,2031-01-20,20,1,2031
4039,2031-01-21,21,1,2031
4040,2031-01-22,22,1,2031
4041,2031-01-23,23,1,2031
4042,2031-01-24,24,1,2031
4043,2031-01-25,25,1,2031
4044,2031-01-26,26,1,2031
4045,2031-01-27,27,1,2031
4046,2031-01-28,28,1,2031
4047,2031-01-29,29,1,2031
4048,2031-01-30,30,1,2031
4049,2031-01-31,31,1,2031
4050,2031-02-01,1,2,2031
4051,2031-02-02,2,2,2031
4052,2031-02-03,3,2,2031
4053,2031-02-04,4,2,2031
4054,2031-02-05,5,2,2031
4055,2031-02-06,6,2,2031
4056,2031-02-07,7,2,2031
4057,2031-02-08,8,2,2031
4058,2031-02-09,9,2,2031
4059,2031-02-10,10,2,2031
4060,2031-02-11,11,2,2031
4061,2031-02-12,12,2,2031
4062,2031-02-13,13,2,2031
4063,2031-02-14,14,2,2031
4064,2031-02-15,15,2,2031
4065,2031-02-16,16,2,2031
4066,2031-02-17,17,2,2031
4067,2031-02-18,18,2,2031
4068,2031-02-19,19,2,2031
4069,2031-02-20,20,2,2031
4070,2031-02-21,21,2,2031
4071,2031-02-22,22,2,2031
4072,2031-02-23,23,2,2031
4073,2031-02-24,24,2,2031
4074,2031-02-25,25,2,2031
4075,2031-02-26,26,2,2031
4076,2031-02-27,27,2,2031
4077,2031-02-28,28,2,2031
4078,2031-03-01,1,3,2031
4079,2031-03-02,2,3,2031
4080,2031-03-03,3,3,2031
4081,2031-03-04,4,3,2031
4082,2031-03-05,5,3,2031
4083,2031-03-06,6,3,2031
4084,2031-03-07,7,3,2031
4085,2031-03-08,8,3,2031
4086,2031-03-09,9,3,2031
4087,2031-03-10,10,3,2031
4088,2031-03-11,11,3,2031
4089,2031-03-12,12,3,2031
4090,2031-03-13,13,3,2031
4091,2031-03-14,14,3,2031
4092,2031-03-15,15,3,2031
4093,2031-03-16,16,3,2031
4094,2031-03-17,17,3,2031
4095,2031-03-18,18,3,2031
4096,2031-03-19,19,3,2031
4097,2031-03-20,20,3,2031
4098,2031-03-21,21,3,2031
4099,2031-03-22,22,3,2031
4100,2031-03-23,23,3,2031
4101,2031-03-24,24,3,2031
4102,2031-03-25,25,3,2031
4103,2031-03-26,26,3,2031
4104,2031-03-27,27,3,2031
4105,2031-03-28,28,3,2031
4106,2031-03-29,29,3,2031
4107,2031-03-30,30,3,2031
4108,2031-03-31,31,3,2031
4109,2031-04-01,1,4,2031
4110,2031-04-02,2,4,2031
4111,2031-04-03,3,4,2031
4112,2031-04-04,4,4,2031
4113,2031-04-05,5,4,2031
4114,2031-04-06,6,4,2031
4115,2031-04-07,7,4,2031
4116,2031-04-08,8,4,2031
4117,2031-04-09,9,4,2031
4118,2031-04-10,10,4,2031
4119,2031-04-11,11,4,2031
4120,2031-04-12,12,4,2031
4121,2031-04-13,13,4,2031
4122,2031-04-14,14,4,2031
4123,2031-04-15,15,4,2031
4124,2031-04-16,16,4,2031
4125,2031-04-17,17,4,2031
4126,2031-04-18,18,4,2031
4127,2031-04-19,19,4,2031
4128,2031-04-20,20,4,2031
4129,2031-04-21,21,4,2031
4130,2031-04-22,22,4,2031
4131,2031-04-23,23,4,2031
4132,2031-04-24,24,4,2031
4133,2031-04-25,25,4,2031
4134,2031-04-26,26,4,2031
4135,2031-04-27,27,4,2031
4136,2031-04-28,28,4,2031
4137,2031-04-29,29,4,2031
4138,2031-04-30,30,4,2031
4139,2031-05-01,1,5,2031
4140,2031-05-02,2,5,2031
4141,2031-05-03,3,5,2031
4142,2031-05-04,4,5,2031
4143,2031-05-05,5,5,2031
4144,2031-05-06,6,5,2031
4145,2031-05-07,7,5,2031
4146,2031-05-08,8,5,2031
4147,2031-05-09,9,5,2031
4148,2031-05-10,10,5,2031
4149,2031-05-11,11,5,2031
4150,2031-05-12,12,5,2031
4151,2031-05-13,13,5,2031
4152,2031-05-14,14,5,2031
4153,2031-05-15,15,5,2031
4154,2031-05-16,16,5,2031
4155,2031-05-17,17,5,2031
4156,2031-05-18,18,5,2031
4157,2031-05-19,19,5,2031
4158,2031-05-20,20,5,2031
4159,2031-05-21,21,5,2031
4160,2031-05-22,22,5,2031
4161,2031-05-23,23,5,2031
4162,2031-05-24,24,5,2031
4163,2031-05-25,25,5,2031
4164,2031-05-26,26,5,2031
4165,2031-05-27,27,5,2031
4166,2031-05-28,28,5,2031
4167,2031-05-29,29,5,2031
4168,2031-05-30,30,5,2031
4169,2031-05-31,31,5,2031
4170,2031-06-01,1,6,2031
4171,2031-06-02,2,6,2031
4172,2031-06-03,3,6,2031
4173,2031-06-04,4,6,2031
4174,2031-06-05,5,6,2031
4175,2031-06-06,6,6,2031
4176,2031-06-07,7,6,2031
4177,2031-06-08,8,6,2031
4178,2031-06-09,9,6,2031
4179,2031-06-10,10,6,2031
4180,2031-06-11,11,6,2031
4181,2031-06-12,12,6,2031
4182,2031-06-13,13,6,2031
4183,2031-06-14,14,6,2031
4184,2031-06-15,15,6,2031
4185,2031-06-16,16,6,2031
4186,2031-06-17,17,6,2031
4187,2031-06-18,18,6,2031
4188,2031-06-19,19,6,2031
4189,2031-06-20,20,6,2031
4190,2031-06-21,21,6,2031
4191,2031-06-22,22,6,2031
4192,2031-06-23,23,6,2031
4193,2031-06-24,24,6,2031
4194,2031-06-25,25,6,2031
4195,2031-06-26,26,6,2031
4196,2031-06-27,27,6,2031
4197,2031-06-28,28,6,2031
4198,2031-06-29,29,6,2031
4199,2031-06-30,30,6,2031
4200,2031-07-01,1,7,2031
4201,2031-07-02,2,7,2031
4202,2031-07-03,3,7,2031
4203,2031-07-04,4,7,2031
4204,2031-07-05,5,7,2031
4205,2031-07-06,6,7,2031
4206,2031-07-07,7,7,2031
4207,2031-07-08,8,7,2031
4208,2031-07-09,9,7,2031
4209,2031-07-10,10,7,2031
4210,2031-07-11,11,7,2031
4211,2031-07-12,12,7,2031
4212,2031-07-13,13,7,2031
4213,2031-07-14,14,7,2031
4214,2031-07-15,15,7,2031
4215,2031-07-16,16,7,2031
4216,2031-07-17,17,7,2031
4217,2031-07-18,18,7,2031
4218,2031-07-19,19,7,2031
4219,2031-07-20,20,7,2031
4220,2031-07-21,21,7,2031
4221,2031-07-22,22,7,2031
4222,2031-07-23,23,7,2031
4223,2031-07-24,24,7,2031
4224,2031-07-25,25,7,2031
4225,2031-07-26,26,7,2031
4226,2031-07-27,27,7,2031
4227,2031-07-28,28,7,2031
4228,2031-07-29,29,7,2031
4229,2031-07-30,30,7,2031
4230,2031-07-31,31,7,2031
4231,2031-08-01,1,8,2031
4232,2031-08-02,2,8,2031
4233,2031-08-03,3,8,2031
4234,2031-08-04,4,8,2031
4235,2031-08-05,5,8,2031
4236,2031-08-06,6,8,2031
4237,2031-08-07,7,8,2031
4238,2031-08-08,8,8,2031
4239,2031-08-09,9,8,2031
4240,2031-08-10,10,8,2031
4241,2031-08-11,11,8,2031
4242,2031-08-12,12,8,2031
4243,2031-08-13,13,8,2031
4244,2031-08-14,14,8,2031
4245,2031-08-15,15,8,2031
4246,2031-08-16,16,8,2031
4247,2031-08-17,17,8,2031
4248,2031-08-18,18,8,2031
4249,2031-08-19,19,8,2031
4250,2031-08-20,20,8,2031
4251,2031-08-21,21,8,2031
4252,2031-08-22,22,8,2031
4253,2031-08-23,23,8,2031
4254,2031-08-24,24,8,2031
4255,2031-08-25,25,8,2031
4256,2031-08-26,26,8,2031
4257,2031-08-27,27,8,2031
4258,2031-08-28,28,8,2031
4259,2031-08-29,29,8,2031
4260,2031-08-30,30,8,2031
4261,2031-08-31,31,8,2031
4262,2031-09-01,1,9,2031
4263,2031-09-02,2,9,2031
4264,2031-09-03,3,9,2031
4265,2031-09-04,4,9,2031
4266,2031-09-05,5,9,2031
4267,2031-09-06,6,9,2031
4268,2031-09-07,7,9,2031
4269,2031-09-08,8,9,2031
4270,2031-09-09,9,9,2031
4271,2031-09-10,10,9,2031
4272,2031-09-11,11,9,2031
4273,2031-09-12,12,9,2031
4274,2031-09-13,13,9,2031
4275,2031-09-14,14,9,2031
4276,2031-09-15,15,9,2031
4277,2031-09-16,16,9,2031
4278,2031-09-17,17,9,2031
4279,2031-09-18,18,9,2031
4280,2031-09-19,19,9,2031
4281,2031-09-20,20,9,2031
4282,2031-09-21,21,9,2031
4283,2031-09-22,22,9,2031
4284,2031-09-23,23,9,2031
4285,2031-09-24,24,9,2031
4286,2031-09-25,25,9,2031
4287,2031-09-26,26,9,2031
4288,2031-09-27,27,9,2031
4289,2031-09-28,28,9,2031
4290,2031-09-29,29,9,2031
4291,2031-09-30,30,9,2031
4292,2031-10-01,1,10,2031
4293,2031-10-02,2,10,2031
4294,2031-10-03,3,10,2031
4295,2031-10-04,4,10,2031
4296,2031-10-05,5,10,2031
4297,2031-10-06,6,10,2031
4298,2031-10-07,7,10,2031
4299,2031-10-08,8,10,2031
4300,2031-10-09,9,10,2031
4301,2031-10-10,10,10,2031
4302,2031-10-11,11,10,2031
4303,2031-10-12,12,10,2031
4304,2031-10-13,13,10,2031
4305,2031-10-14,14,10,2031
4306,2031-10-15,15,10,2031
4307,2031-10-16,16,10,2031
4308,2031-10-17,17,10,2031
4309,2031-10-18,18,10,2031
4310,2031-10-19,19,10,2031
4311,2031-10-20,20,10,2031
4312,2031-10-21,21,10,2031
4313,2031-10-22,22,10,2031
4314,2031-10-23,23,10,2031
4315,2031-10-24,24,10,2031
4316,2031-10-25,25,10,2031
4317,2031-10-26,26,10,2031
4318,2031-10-27,27,10,2031
4319,2031-10-28,28,10,2031
4320,2031-10-29,29,10,2031
4321,2031-10-30,30,10,2031
4322,2031-10-31,31,10,2031
4323,2031-11-01,1,11,2031
4324,2031-11-02,2,11,2031
4325,2031-11-03,3,11,2031
4326,2031-11-04,4,11,2031
4327,2031-11-05,5,11,2031
4328,2031-11-06,6,11,2031
4329,2031-11-07,7,11,2031
4330,2031-11-08,8,11,2031
4331,2031-11-09,9,11,2031
4332,2031-11-10,10,11,2031
4333,2031-11-11,11,11,2031
4334,2031-11-12,12,11,2031
4335,2031-11-13,13,11,2031
4336,2031-11-14,14,11,2031
4337,2031-11-15,15,11,2031
4338,2031-11-16,16,11,2031
4339,2031-11-17,17,11,2031
4340,2031-11-18,18,11,2031
4341,2031-11-19,19,11,2031
4342,2031-11-20,20,11,2031
4343,2031-11-21,21,11,2031
4344,2031-11-22,22,11,2031
4345,2031-11-23,23,11,2031
4346,2031-11-24,24,11,2031
4347,2031-11-25,25,11,2031
4348,2031-11-26,26,11,2031
4349,2031-11-27,27,11,2031
4350,2031-11-28,28,11,2031
4351,2031-11-29,29,11,2031
4352,2031-11-30,30,11,2031
4353,2031-12-01,1,12,2031
4354,2031-12-02,2,12,2031
4355,2031-12-03,3,12,2031
4356,2031-12-04,4,12,2031
4357,2031-12-05,5,12,2031
4358,2031-12-06,6,12,2031
4359,2031-12-07,7,12,2031
4360,2031-12-08,8,12,2031
4361,2031-12-09,9,12,2031
4362,2031-12-10,10,12,2031
4363,2031-12-11,11,12,2031
4364,2031-12-12,12,12,2031
4365,2031-12-13,13,12,2031
4366,2031-12-14,14,12,2031
4367,2031-12-15,15,12,2031
4368,2031-12-16,16,12,2031
4369,2031-12-17,17,12,2031
4370,2031-12-18,18,12,2031
4371,2031-12-19,19,12,2031
4372,2031-12-20,20,12,2031
4373,2031-12-21,21,12,2031
4374,2031-12-22,22,12,2031
4375,2031-12-23,23,12,2031
4376,2031-12-24,24,12,2031
4377,2031-12-25,25,12,2031
4378,2031-12-26,26,12,2031
4379,2031-12-27,27,12,2031
4380,2031-12-28,28,12,2031
4381,2031-12-29,29,12,2031
4382,2031-12-30,30,12,2031
4383,2031-12-31,31,12,2031
4384,2032-01-01,1,1,2032
4385,2032-01-02,2,1,2032
4386,2032-01-03,3,1,2032
4387,2032-01-04,4,1,2032
4388,2032-01-05,5,1,2032
4389,2032-01-06,6,1,2032
4390,2032-01-07,7,1,2032
4391,2032-01-08,8,1,2032
4392,2032-01-09,9,1,2032
4393,2032-01-10,10,1,2032
4394,2032-01-11,11,1,2032
4395,2032-01-12,12,1,2032
4396,2032-01-13,13,1,2032
4397,2032-01-14,14,1,2032
4398,2032-01-15,15,1,2032
4399,2032-01-16,16,1,2032
4400,2032-01-17,17,1,2032
4401,2032-01-18,18,1,2032
4402,2032-01-19,19,1,2032
4403,2032-01-20,20,1,2032
4404,2032-01-21,21,1,2032
4405,2032-01-22,22,1,2032
4406,2032-01-23,23,1,2032
4407,2032-01-24,24,1,2032
4408,2032-01-25,25,1,2032
4409,2032-01-26,26,1,2032
4410,2032-01-27,27,1,2032
4411,2032-01-28,28,1,2032
4412,2032-01-29,29,1,2032
4413,2032-01-30,30,1,2032
4414,2032-01-31,31,1,2032
4415,2032-02-01,1,2,2032
4416,2032-02-02,2,2,2032
4417,2032-02-03,3,2,2032
4418,2032-02-04,4,2,2032
4419,2032-02-05,5,2,2032
4420,2032-02-06,6,2,2032
4421,2032-02-07,7,2,2032
4422,2032-02-08,8,2,2032
4423,2032-02-09,9,2,2032
4424,2032-02-10,10,2,2032
4425,2032-02-11,11,2,2032
4426,2032-02-12,12,2,2032
4427,2032-02-13,13,2,2032
4428,2032-02-14,14,2,2032
4429,2032-02-15,15,2,2032
4430,2032-02-16,16,2,2032
4431,2032-02-17,17,2,2032
4432,2032-02-18,18,2,2032
4433,2032-02-19,19,2,2032
4434,2032-02-20,20,2,2032
4435,2032-02-21,21,2,2032
4436,2032-02-22,22,2,2032
4437,2032-02-23,23,2,2032
4438,2032-02-24,24,2,2032
4439,2032-02-25,25,2,2032
4440,2032-02-26,26,2,2032
4441,2032-02-27,27,2,2032
4442,2032-02-28,28,2,2032
4443,2032-02-29,29,2,2032
4444,2032-03-01,1,3,2032
4445,2032-03-02,2,3,2032
4446,2032-03-03,3,3,2032
4447,2032-03-04,4,3,2032
4448,2032-03-05,5,3,2032
4449,2032-03-06,6,3,2032
4450,2032-03-07,7,3,2032
4451,2032-03-08,8,3,2032
4452,2032-03-09,9,3,2032
4453,2032-03-10,10,3,2032
4454,2032-03-11,11,3,2032
4455,2032-03-12,12,3,2032
4456,2032-03-13,13,3,2032
4457,2032-03-14,14,3,2032
4458,2032-03-15,15,3,2032
4459,2032-03-16,16,3,2032
4460,2032-03-17,17,3,2032
4461,2032-03-18,18,3,2032
4462,2032-03-19,19,3,2032
4463,2032-03-20,20,3,2032
4464,2032-03-21,21,3,2032
4465,2032-03-22,22,3,2032
4466,2032-03-23,23,3,2032
4467,2032-03-24,24,3,2032
4468,2032-03-25,25,3,2032
4469,2032-03-26,26,3,2032
4470,2032-03-27,27,3,2032
4471,2032-03-28,28,3,2032
4472,2032-03-29,29,3,2032
4473,2032-03-30,30,3,2032
4474,2032-03-31,31,3,2032
4475,2032-04-01,1,4,2032
4476,2032-04-02,2,4,2032
4477,2032-04-03,3,4,2032
4478,2032-04-04,4,4,2032
4479,2032-04-05,5,4,2032
4480,2032-04-06,6,4,2032
4481,2032-04-07,7,4,2032
4482,2032-04-08,8,4,2032
4483,2032-04-09,9,4,2032
4484,2032-04-10,10,4,2032
4485,2032-04-11,11,4,2032
4486,2032-04-12,12,4,2032
4487,2032-04-13,13,4,2032
4488,2032-04-14,14,4,2032
4489,2032-04-15,15,4,2032
4490,2032-04-16,16,4,2032
4491,2032-04-17,17,4,2032
4492,2032-04-18,18,4,2032
4493,2032-04-19,19,4,2032
4494,2032-04-20,20,4,2032
4495,2032-04-21,21,4,2032
4496,2032-04-22,22,4,2032
4497,2032-04-23,23,4,2032
4498,2032-04-24,24,4,2032
4499,2032-04-25,25,4,2032
4500,2032-04-26,26,4,2032
4501,2032-04-27,27,4,2032
4502,2032-04-28,28,4,2032
4503,2032-04-29,29,4,2032
4504,2032-04-30,30,4,2032
4505,2032-05-01,1,5,2032
4506,2032-05-02,2,5,2032
4507,2032-05-03,3,5,2032
4508,2032-05-04,4,5,2032
4509,2032-05-05,5,5,2032
4510,2032-05-06,6,5,2032
4511,2032-05-07,7,5,2032
4512,2032-05-08,8,5,2032
4513,2032-05-09,9,5,2032
4514,2032-05-10,10,5,2032
4515,2032-05-11,11,5,2032
4516,2032-05-12,12,5,2032
4517,2032-05-13,13,5,2032
4518,2032-05-14,14,5,2032
4519,2032-05-15,15,5,2032
4520,2032-05-16,16,5,2032
4521,2032-05-17,17,5,2032
4522,2032-05-18,18,5,2032
4523,2032-05-19,19,5,2032
4524,2032-05-20,20,5,2032
4525,2032-05-21,21,5,2032
4526,2032-05-22,22,5,2032
4527,2032-05-23,23,5,2032
4528,2032-05-24,24,5,2032
4529,2032-05-25,25,5,2032
4530,2032-05-26,26,5,2032
4531,2032-05-27,27,5,2032
4532,2032-05-28,28,5,2032
4533,2032-05-29,29,5,2032
4534,2032-05-30,30,5,2032
4535,2032-05-31,31,5,2032
4536,2032-06-01,1,6,2032
4537,2032-06-02,2,6,2032
4538,2032-06-03,3,6,2032
4539,2032-06-04,4,6,2032
4540,2032-06-05,5,6,2032
4541,2032-06-06,6,6,2032
4542,2032-06-07,7,6,2032
4543,2032-06-08,8,6,2032
4544,2032-06-09,9,6,2032
4545,2032-06-10,10,6,2032
4546,2032-06-11,11,6,2032
4547,2032-06-12,12,6,2032
4548,2032-06-13,13,6,2032
4549,2032-06-14,14,6,2032
4550,2032-06-15,15,6,2032
4551,2032-06-16,16,6,2032
4552,2032-06-17,17,6,2032
4553,2032-06-18,18,6,2032
4554,2032-06-19,19,6,2032
4555,2032-06-20,20,6,2032
4556,2032-06-21,21,6,2032
4557,2032-06-22,22,6,2032
4558,2032-06-23,23,6,2032
4559,2032-06-24,24,6,2032
4560,2032-06-25,25,6,2032
4561,2032-06-26,26,6,2032
4562,2032-06-27,27,6,2032
4563,2032-06-28,28,6,2032
4564,2032-06-29,29,6,2032
4565,2032-06-30,30,6,2032
4566,2032-07-01,1,7,2032
4567,2032-07-02,2,7,2032
4568,2032-07-03,3,7,2032
4569,2032-07-04,4,7,2032
4570,2032-07-05,5,7,2032
4571,2032-07-06,6,7,2032
4572,2032-07-07,7,7,2032
4573,2032-07-08,8,7,2032
4574,2032-07-09,9,7,2032
4575,2032-07-10,10,7,2032
4576,2032-07-11,11,7,2032
4577,2032-07-12,12,7,2032
4578,2032-07-13,13,7,2032
4579,2032-07-14,14,7,2032
4580,2032-07-15,15,7,2032
4581,2032-07-16,16,7,2032
4582,2032-07-17,17,7,2032
4583,2032-07-18,18,7,2032
4584,2032-07-19,19,7,2032
4585,2032-07-20,20,7,2032
4586,2032-07-21,21,7,2032
4587,2032-07-22,22,7,2032
4588,2032-07-23,23,7,2032
4589,2032-07-24,24,7,2032
4590,2032-07-25,25,7,2032
4591,2032-07-26,26,7,2032
4592,2032-07-27,27,7,2032
4593,2032-07-28,28,7,2032
4594,2032-07-29,29,7,2032
4595,2032-07-30,30,7,2032
4596,2032-07-31,31,7,2032
4597,2032-08-01,1,8,2032
4598,2032-08-02,2,8,2032
4599,2032-08-03,3,8,2032
4600,2032-08-04,4,8,2032
4601,2032-08-05,5,8,2032
4602,2032-08-06,6,8,2032
4603,2032-08-07,7,8,2032
4604,2032-08-08,8,8,2032
4605,2032-08-09,9,8,2032
4606,2032-08-10,10,8,2032
4607,2032-08-11,11,8,2032
4608,2032-08-12,12,8,2032
4609,2032-08-13,13,8,2032
4610,2032-08-14,14,8,2032
4611,2032-08-15,15,8,2032
4612,2032-08-16,16,8,2032
4613,2032-08-17,17,8,2032
4614,2032-08-18,18,8,2032
4615,2032-08-19,19,8,2032
4616,2032-08-20,20,8,2032
4617,2032-08-21,21,8,2032
4618,2032-08-22,22,8,2032
4619,2032-08-23,23,8,2032
4620,2032-08-24,24,8,2032
4621,2032-08-25,25,8,2032
4622,2032-08-26,26,8,2032
4623,2032-08-27,27,8,2032
4624,2032-08-28,28,8,2032
4625,2032-08-29,29,8,2032
4626,2032-08-30,30,8,2032
4627,2032-08-31,31,8,2032
4628,2032-09-01,1,9,2032
4629,2032-09-02,2,9,2032
4630,2032-09-03,3,9,2032
4631,2032-09-04,4,9,2032
